クラブ,名前,ポジション,生年月日,身長,体重
金沢,白井　裕人,GK,1988/6/19,184,78
金沢,上田　樹,GK,2001/6/28,188,75
金沢,後藤　大輝,GK,1996/6/14,185,79
金沢,元林　隼太朗,GK,2008/5/22,180,76
金沢,長峰　祐斗,DF,2000/3/28,175,67
金沢,畑尾　大翔,DF,1990/9/16,183,79
金沢,村田　航一,DF,1996/9/6,178,78
金沢,毛利　駿也,DF,1995/4/10,175,70
金沢,寺阪　尚悟,DF,2004/6/6,184,81
金沢,長倉　颯,DF,1996/4/29,177,73
金沢,有吉　勇人,DF,2003/12/6,183,79
金沢,小島　雅也,DF,1997/11/9,170,64
金沢,鈴木　遼,DF,2004/2/21,178,73
金沢,宮崎　海冬,DF,2002/12/24,173,65
金沢,山本　義道,DF,1995/7/25,185,75
金沢,庄司　朋乃也,DF,1997/10/8,187,78
金沢,松本　大輔,DF,1998/9/10,183,85
金沢,櫻井　風我,DF,2000/9/11,175,72
金沢,土佐　陸翼,MF,2000/4/27,174,70
金沢,大山　啓輔,MF,1995/5/7,174,67
金沢,石原　崇兆,MF,1992/11/17,172,67
金沢,西谷　優希,MF,1993/10/5,165,60
金沢,加藤　大樹,MF,1993/3/14,170,67
金沢,四宮　悠成,MF,2003/1/11,175,63
金沢,村田　迅,MF,2002/9/18,173,70
金沢,嶋田　慎太郎,MF,1995/12/5,165,60
金沢,ブワニカ　啓太,FW,2002/12/16,186,75
金沢,パトリック,FW,1987/10/26,187,85
金沢,杉浦　恭平,FW,1989/1/11,177,69
金沢,白輪地　敬大,FW,2001/12/7,172,68
金沢,大澤　朋也,FW,2002/9/6,175,72
金沢,大谷　駿斗,FW,1997/1/17,173,64
岐阜,チョン　ヒョンホ,GK,2004/11/26,203,100
岐阜,山口　畝良,GK,2002/10/9,193,86
岐阜,セランテス,GK,1989/10/24,184,74
岐阜,菅沼　一晃,GK,2001/9/12,186,80
岐阜,甲斐　健太郎,DF,1994/11/1,181,65
岐阜,加藤　慎太郎,DF,1999/10/18,191,86
岐阜,外山　凌,DF,1994/7/29,176,72
岐阜,大串　昇平,DF,2002/9/21,170,64
岐阜,羽田　健人,DF,1997/7/7,185,80
岐阜,湯岑　滉生,DF,2004/3/12,193,89
岐阜,平瀬　大,DF,2001/3/28,182,83
岐阜,キム　ユゴン,DF,2006/3/28,184,80
岐阜,藤田　准也,DF,2007/7/26,181,74
岐阜,萩野　滉大,MF,2000/6/20,177,70
岐阜,福田　晃斗,MF,1992/5/1,170,65
岐阜,文　仁柱,MF,1999/8/22,167,63
岐阜,荒木　大吾,MF,1994/2/17,178,72
岐阜,中村　駿,MF,1994/2/24,178,70
岐阜,北　龍磨,MF,1998/4/16,175,72
岐阜,生地　慶充,MF,1998/4/2,177,70
岐阜,山田　直輝,MF,1990/7/4,168,66
岐阜,松本　歩夢,MF,1998/4/28,179,68
岐阜,泉澤　仁,MF,1991/12/17,165,65
岐阜,箱崎　達也,MF,2002/8/13,170,66
岐阜,屋嘉比　奏汰,MF,2004/3/11,170,62
岐阜,ブヴィク　ムシティ　オコ,FW,1995/1/28,185,85
岐阜,川本　梨誉,FW,2001/6/11,178,75
岐阜,ワッド　モハメッドサディキ,FW,2006/5/29,187,83
岐阜,横山　智也,FW,2000/9/1,167,63
岐阜,山谷　侑士,FW,2000/6/11,177,73
岐阜,ファビオ　アゼヴェド,FW,1999/1/4,182,75
滋賀,伊東　倖希,GK,1996/5/17,188,75
滋賀,櫛引　政敏,GK,1993/1/29,186,85
滋賀,笠原　淳,GK,1989/7/21,188,82
滋賀,本吉　勇貴,GK,1992/9/22,181,77
滋賀,平井　駿助,DF,2002/9/7,186,73
滋賀,宮城　雅史,DF,1991/1/19,179,81
滋賀,井出　敬大,DF,2001/8/18,180,71
滋賀,西山　大雅,DF,1999/8/24,183,77
滋賀,小泉　隆斗,DF,1994/9/5,168,64
滋賀,角田　駿,DF,1996/9/24,180,73
滋賀,前川　智敬,DF,1999/4/7,170,67
滋賀,藤谷　壮,DF,1997/10/28,178,70
滋賀,谷田　壮志朗,DF,2005/7/10,180,70
滋賀,小野寺　健也,DF,1997/11/18,184,77
滋賀,薬真寺　孝弥,MF,1999/3/7,174,70
滋賀,久保田　和音,MF,1997/1/1,170,62
滋賀,中村　健人,MF,1997/9/1,173,66
滋賀,人見　拓哉,MF,1997/12/18,177,69
滋賀,三宅　海斗,MF,1997/8/27,175,72
滋賀,白石　智之,MF,1993/6/10,174,63
滋賀,鈴木　翔太,MF,2000/10/8,168,66
滋賀,木下　礼生,MF,2002/9/25,165,59
滋賀,庄司　一輝,MF,2000/12/28,161,60
滋賀,竜田　柊士,MF,1998/12/5,174,64
滋賀,ロメロ　フランク,MF,1987/8/19,178,77
滋賀,田部井　悠,MF,1999/6/25,172,65
滋賀,海口　彦太,MF,1996/12/9,177,71
滋賀,南　拓都,MF,2002/5/9,175,66
滋賀,渡邉　綾平,MF,2002/2/8,170,68
滋賀,森本　ヒマン,FW,1997/5/1,188,87
滋賀,菊島　卓,FW,1993/12/31,177,75
滋賀,秋山　駿,FW,1999/8/26,178,70
滋賀,日野　友貴,FW,1997/6/15,170,65
滋賀,北條　真汰,FW,2001/5/20,175,70
滋賀,奥田　陽琉,FW,2001/5/23,181,80
FC大阪,菅原　大道,GK,1995/8/10,190,85
FC大阪,韓　峻領,GK,2007/3/1,186,88
FC大阪,関沼　海亜,GK,2005/5/30,183,79
FC大阪,後東　尚輝,GK,2002/4/26,187,74
FC大阪,長野　大河,GK,2003/9/20,181,82
FC大阪,坂本　翔,DF,2000/9/6,174,72
FC大阪,山下　諒時,DF,2000/5/11,180,74
FC大阪,水口　湧斗,DF,2000/6/16,184,80
FC大阪,舘野　俊祐,DF,1993/5/19,174,70
FC大阪,美馬　和也,DF,1997/12/1,173,69
FC大阪,田中　恵太,DF,1989/12/26,170,63
FC大阪,咲本　大,DF,2007/7/26,184,69
FC大阪,秋山　拓也,DF,1994/8/26,185,85
FC大阪,桑子　流空,DF,2003/6/29,180,71
FC大阪,馬　尚勳,DF,1991/7/25,183,79
FC大阪,申　奎元,DF,2003/5/21,186,78
FC大阪,アンジェリーニ,DF,2004/8/10,173,70
FC大阪,金　潤識,DF,2003/7/21,183,75
FC大阪,木匠　貴大,MF,1993/4/7,177,72
FC大阪,芳賀　日陽,MF,2000/7/30,169,66
FC大阪,堤　奏一郎,MF,2001/10/5,173,69
FC大阪,住田　将,MF,1999/8/19,181,75
FC大阪,福井　和樹,MF,2001/6/13,165,61
FC大阪,夏川　大和,MF,2001/9/19,175,70
FC大阪,増田　隼司,MF,1998/8/13,172,68
FC大阪,木村　大輝,MF,2003/5/10,178,75
FC大阪,土肥　航大,MF,2001/4/13,180,68
FC大阪,鳥山　陽斗,MF,2008/2/27,179,64
FC大阪,森村　俊太,MF,2003/4/9,172,67
FC大阪,家坂　葉光,MF,2002/9/26,170,67
FC大阪,川田　太陽,MF,2007/8/12,168,64
FC大阪,川上　竜,MF,1994/10/25,177,72
FC大阪,野瀬　龍世,MF,2000/2/8,168,60
FC大阪,吉田　源太郎,MF,2000/10/26,177,76
FC大阪,島田　拓海,FW,1996/8/25,175,73
FC大阪,久保　吏久斗,FW,1997/1/23,167,64
FC大阪,和田　育,FW,2000/12/19,168,68
FC大阪,東家　聡樹,FW,1997/4/20,185,76
FC大阪,菅原　龍之助,FW,2000/7/28,181,77
FC大阪,李　韓喜,FW,2007/7/4,178,71
FC大阪,松本　孝平,FW,1994/7/31,186,87
FC大阪,ヴィニシウス　ソウザ,FW,2003/3/26,189,87
奈良,宮澤　樹,GK,2003/5/12,184,78
奈良,岡田　慎司,GK,1996/3/10,180,78
奈良,黒川　雷平,GK,2003/6/7,195,85
奈良,マルク　ヴィト,GK,1996/3/10,189,80
奈良,高畠　捷,DF,2003/7/4,176,70
奈良,鈴木　大誠,DF,1996/5/28,182,78
奈良,吉田　新,DF,2000/6/29,173,69
奈良,奥田　雄大,DF,1997/5/1,182,80
奈良,生駒　稀生,DF,1997/11/21,182,71
奈良,中山　雅斗,DF,2001/12/9,179,74
奈良,佐藤　大翔,DF,2002/12/24,183,72
奈良,石井　大生,DF,2003/12/29,190,81
奈良,吉村　弦,DF,1996/5/21,173,70
奈良,田村　亮介,MF,1995/5/8,171,65
奈良,森田　凜,MF,2002/2/14,180,75
奈良,佐藤　諒,MF,1997/9/24,169,64
奈良,後藤　卓磨,MF,1997/7/16,165,60
奈良,國武　勇斗,MF,2005/12/20,180,70
奈良,戸水　利紀,MF,2002/9/30,170,67
奈良,川井　大地,MF,2006/8/14,180,70
奈良,一村　聖連,MF,2004/1/17,170,68
奈良,濵名　元希,MF,2008/7/29,168,63
奈良,オラスンカンミ,MF,2007/7/21,175,66
奈良,芝本　蓮,MF,1999/7/22,174,70
奈良,富樫　佑太,FW,1995/12/18,173,70
奈良,望月　想空,FW,2001/4/3,181,77
奈良,田村　翔太,FW,1995/2/4,168,62
奈良,関口　智也,FW,2007/6/19,185,81
奈良,岡﨑　大志郎,FW,2002/6/29,177,75
奈良,川﨑　修平,FW,2001/4/28,168,66
鳥取,寺沢　優太,GK,1993/7/31,185,82
鳥取,桃井　玲,GK,2002/11/13,183,80
鳥取,バーンズ　アントン,GK,2003/10/1,187,72
鳥取,ヴァンイヤーデン　ショーン,DF,2004/4/16,193,91
鳥取,二階堂　正哉,DF,2000/11/2,175,74
鳥取,温井　駿斗,DF,1996/11/14,180,74
鳥取,荒井　涼,DF,2003/7/1,178,72
鳥取,鄭　翔英,DF,2003/10/1,180,75
鳥取,大嶋　春樹,DF,2000/7/11,181,77
鳥取,ムン　ミン,DF,2005/2/4,175,69
鳥取,橋本　清太郎,DF,2003/7/15,180,75
鳥取,藤田　一途,MF,1999/6/30,175,72
鳥取,小澤　秀充,MF,1999/4/28,170,64
鳥取,東條　敦輝,MF,2000/12/28,175,67
鳥取,清水　祐輔,MF,2001/5/13,176,72
鳥取,河村　匠,MF,2000/9/13,177,68
鳥取,木内　達也,MF,2002/4/7,178,72
鳥取,田制　裕作,MF,2003/10/6,182,74
鳥取,矢島　慎也,MF,1994/1/18,174,70
鳥取,本保　奏希,MF,2003/10/28,174,65
鳥取,金　世明,MF,2006/6/16,180,75
鳥取,高柳　郁弥,MF,2000/10/4,174,65
鳥取,香取　潤,MF,2003/7/10,173,71
鳥取,金浦　真樹,MF,1999/12/10,186,75
鳥取,篠田　大輝,FW,2003/8/14,173,72
鳥取,三木　直土,FW,2001/5/8,168,65
鳥取,山本　颯太,FW,2004/12/4,181,75
鳥取,吉田　伊吹,FW,1997/11/1,180,77
鳥取,ダッジィ　コジョ,FW,2001/11/12,177,77
鳥取,星　景虎,FW,2003/7/4,175,68
鳥取,長谷川　夢叶,FW,2007/7/22,176,66
鳥取,チャ　ウォンジュン,FW,2006/7/25,181,77
山口,糸原　紘史郎,GK,1998/2/25,185,85
山口,チェ　ヒョンチャン,GK,2001/3/12,189,80
山口,山ノ井　拓己,GK,1998/10/25,185,80
山口,飯田　雅浩,GK,2000/10/5,185,85
山口,遠藤　雅己,GK,2001/3/1,188,84
山口,大岩　一貴,DF,1989/8/17,182,79
山口,喜岡　佳太,DF,1997/10/5,183,78
山口,下堂　竜聖,DF,1996/4/17,185,80
山口,板倉　洸,DF,1998/4/6,180,70
山口,亀川　諒史,DF,1993/5/28,177,72
山口,田所　莉旺,DF,2006/4/8,187,74
山口,峰田　祐哉,DF,2002/12/1,185,76
山口,山本　龍平,DF,2000/7/16,172,64
山口,小澤　亮太,MF,2002/12/20,173,68
山口,中島　賢星,MF,1996/9/23,180,73
山口,輪笠　祐士,MF,1996/2/9,170,69
山口,三沢　直人,MF,1995/7/7,180,74
山口,池上　丈二,MF,1994/11/6,165,60
山口,田邉　光平,MF,2001/10/9,168,64
山口,奥山　洋平,MF,1999/10/28,173,66
山口,沼田　航征,MF,2002/1/12,177,69
山口,藤森　颯太,MF,2003/7/17,170,72
山口,水口　飛呂,MF,2002/1/14,175,68
山口,小林　成豪,MF,1994/1/8,176,67
山口,西堂　久俊,MF,2001/3/27,180,76
山口,成岡　輝瑠,MF,2002/7/28,170,60
山口,木村　有磨,MF,2007/2/5,173,65
山口,野村　直輝,MF,1991/4/17,168,65
山口,野寄　和哉,FW,2000/6/26,163,59
山口,藤岡　浩介,FW,1994/8/13,174,68
山口,宮吉　拓実,FW,1992/8/7,173,68
山口,山本　駿亮,FW,1999/3/24,183,80
山口,末永　透瑛,FW,2005/10/13,175,68
山口,古川　大悟,FW,1999/9/15,180,74
山口,アレフ　フィルミーノ,FW,1998/3/16,186,81
讃岐,今村　勇介,GK,1999/5/23,188,87
讃岐,李　眞雨,GK,2003/3/14,190,84
讃岐,高橋　クリス,GK,2002/1/11,182,79
讃岐,井林　章,DF,1990/9/5,177,72
讃岐,辻岡　招真,DF,2004/3/5,176,70
讃岐,イ　ギサン,DF,2003/12/8,187,80
讃岐,田尾　佳祐,DF,2003/11/18,180,70
讃岐,岡　英輝,DF,2003/5/26,185,80
讃岐,左合　修土,DF,2002/2/6,171,69
讃岐,原野　楼惟,DF,2007/5/6,168,62
讃岐,高嶋　修也,DF,2000/4/24,182,77
讃岐,林田　魁斗,DF,2001/8/29,183,77
讃岐,國分　将,MF,1995/5/14,174,73
讃岐,宮﨑　慎,MF,2003/8/30,176,70
讃岐,江口　直生,MF,1992/3/22,170,69
讃岐,森　勇人,MF,1995/4/21,174,68
讃岐,川西　翔太,MF,1988/10/28,177,73
讃岐,前川　大河,MF,1996/6/13,171,66
讃岐,石倉　潤征,MF,2003/3/3,178,74
讃岐,岩本　和希,MF,1997/4/7,176,67
讃岐,有田　朱里,MF,1999/5/29,164,65
讃岐,牧山　晃政,MF,2000/12/10,172,67
讃岐,柳　雄太郎,MF,1995/9/18,174,70
讃岐,河上　将平,MF,1997/10/26,170,66
讃岐,森川　裕基,MF,1993/1/7,176,68
讃岐,禹　相皓,MF,1992/12/7,174,77
讃岐,淺田　彗潤,MF,2004/2/12,172,67
讃岐,佐野　竜眞,FW,2004/2/16,170,66
讃岐,大野　耀平,FW,1994/12/6,184,79
讃岐,上野　輝人,FW,2000/9/14,175,72
讃岐,村上　悠緋,FW,2000/12/19,178,75
讃岐,後藤　優介,FW,1993/4/23,171,70
愛媛,徳重　健太,GK,1984/3/9,187,90
愛媛,白坂　楓馬,GK,1996/12/5,182,78
愛媛,辻　周吾,GK,1997/7/21,187,80
愛媛,牧口　一真,GK,2004/9/8,188,80
愛媛,山原　康太郎,DF,2000/9/19,182,75
愛媛,黒石　貴哉,DF,1997/2/24,183,77
愛媛,金沢　一矢,DF,2002/10/31,183,79
愛媛,石尾　崚雅,DF,2000/5/18,183,76
愛媛,大坪　謙也,DF,2003/6/5,180,75
愛媛,森山　公弥,DF,2002/4/4,178,73
愛媛,阿部　稜汰,DF,2001/7/7,171,68
愛媛,杉山　耕二,DF,1998/4/19,180,74
愛媛,平野　皓大,DF,2009/9/25,170,59
愛媛,谷岡　昌,MF,2001/7/14,180,73
愛媛,曽根田　穣,MF,1994/8/29,171,71
愛媛,山下　雄大,MF,2000/8/23,179,72
愛媛,斉藤　涼優,MF,2003/2/15,170,60
愛媛,細谷　航平,MF,2001/12/11,182,72
愛媛,竹本　雄飛,MF,1997/8/19,176,70
愛媛,宮本　航汰,MF,1996/6/19,177,73
愛媛,日野　翔太,MF,2002/10/16,167,61
愛媛,武藤　寛,MF,2003/9/2,168,64
愛媛,行友　翔哉,MF,2005/1/5,174,66
愛媛,アデオラ　デイビッド,MF,2007/6/26,177,75
愛媛,仙波　隼太郎,MF,2009/4/27,173,63
愛媛,前田　椋介,MF,1998/3/2,170,64
愛媛,藤本　佳希,FW,1994/2/3,178,78
愛媛,佐藤　亮,FW,1997/11/24,173,65
愛媛,藤原　悠汰,FW,1999/4/9,165,66
愛媛,田口　裕也,FW,2001/4/8,180,73
愛媛,舩橋　京汰,FW,2005/7/31,177,69
愛媛,西条　将太,FW,2006/2/1,190,84
愛媛,山口　太陽,FW,2006/8/18,184,79
愛媛,樺山　諒乃介,FW,2002/9/17,171,68
高知,大野　来生,GK,2001/9/2,181,78
高知,猪瀬　康介,GK,2000/12/25,185,76
高知,永田　陸,GK,2003/9/11,182,80
高知,村田　侑大,GK,2005/9/9,186,83
高知,福宮　弘乃介,DF,1998/4/8,180,75
高知,小林　大智,DF,1999/1/7,180,73
高知,深川　大輔,DF,1999/6/2,181,75
高知,藤森　隆汰,DF,2000/9/16,175,74
高知,松本　大地,DF,2003/6/1,183,78
高知,浅野　良啓,DF,2003/12/31,175,73
高知,加藤　佑太郎,DF,2004/2/10,190,85
高知,星　キョーワァン,DF,1997/6/25,184,82
高知,濱　託巳,DF,1996/9/11,175,75
高知,金原　朝陽,MF,2000/9/24,171,63
高知,高野　裕維,MF,2000/8/4,173,68
高知,佐々木　敦河,MF,1998/6/19,176,67
高知,三好　麟大,MF,2003/3/2,165,62
高知,関野　元弥,MF,1999/3/10,167,67
高知,上月　翔聖,MF,2000/2/1,173,68
高知,岡澤　韻生,MF,2002/8/16,175,69
高知,坂岸　寛大,MF,2002/1/18,168,64
高知,工藤　真人,MF,2001/5/7,172,66
高知,田中　稔也,MF,1997/12/2,175,61
高知,三門　雄大,MF,1986/12/26,175,72
高知,新谷　聖基,FW,1998/6/12,171,75
高知,河田　篤秀,FW,1992/9/18,177,77
高知,青戸　翔,FW,1996/8/9,185,77
高知,杉山　伶央,FW,2000/3/4,170,64
高知,長　疾風,FW,2007/8/17,169,64
北九州,伊藤　剛,GK,1994/3/23,191,86
北九州,大谷　幸輝,GK,1989/4/8,186,87
北九州,谷口　璃成,GK,2003/6/7,194,80
北九州,杉本　光希,GK,2001/8/17,181,76
北九州,奈良坂　巧,DF,2002/7/6,187,82
北九州,長谷川　光基,DF,1999/4/27,178,70
北九州,生駒　仁,DF,1999/7/1,185,77
北九州,前田　稜太,DF,2004/1/22,180,75
北九州,福森　健太,DF,1994/7/4,169,68
北九州,世良　務,DF,2006/4/17,175,67
北九州,西袋　裕太,DF,1994/9/6,183,81
北九州,星　広太,MF,1992/7/27,171,63
北九州,平原　隆暉,MF,2003/5/1,168,62
北九州,吉長　真優,MF,2002/3/20,173,70
北九州,熊澤　和希,MF,2001/1/13,180,75
北九州,井澤　春輝,MF,1999/6/14,178,73
北九州,丸山　壮大,MF,1999/6/25,173,69
北九州,岡野　凜平,MF,2000/9/15,165,62
北九州,牛之濵　拓,MF,1992/7/14,172,65
北九州,平松　昇,MF,1998/11/26,167,64
北九州,木實　快斗,MF,2007/2/27,171,68
北九州,官澤　琉汰,MF,2005/10/31,175,68
北九州,坂下　湧太郎,MF,2007/8/6,170,62
北九州,髙橋　大悟,MF,1999/4/17,165,60
北九州,河辺　駿太郎,FW,1996/5/26,166,68
北九州,永井　龍,FW,1991/5/23,180,72
北九州,渡邉　颯太,FW,2002/3/1,180,74
北九州,吉原　楓人,FW,2006/9/20,182,73
北九州,坪郷　来紀,FW,2004/10/11,172,62
北九州,高　昇辰,FW,2000/10/10,172,68
北九州,吉田　晃盛,FW,2003/7/17,175,70
熊本,佐藤　史騎,GK,2001/11/1,183,83
熊本,武者　大夢,GK,1999/1/7,186,83
熊本,西村　遥己,GK,2003/4/19,187,75
熊本,佐藤　優也,GK,1986/2/10,186,90
熊本,永野　春樹,GK,2008/6/12,178,60
熊本,黒木　晃平,DF,1989/7/31,175,70
熊本,大西　遼太郎,DF,1997/11/24,179,74
熊本,薬師田　澪,DF,2003/10/17,183,74
熊本,岩下　航,DF,1999/4/1,177,73
熊本,李　泰河,DF,2003/1/16,184,81
熊本,戸田　峻平,DF,2004/1/16,178,77
熊本,長嶋　志歩,DF,2006/4/21,183,74
熊本,伊藤　颯真,DF,2001/7/18,181,72
熊本,小林　慶太,MF,2003/1/30,177,73
熊本,藤井　皓也,MF,2001/8/29,165,60
熊本,上村　周平,MF,1995/10/15,165,63
熊本,飯星　明良,MF,2002/11/8,173,67
熊本,三島　頌平,MF,1995/11/20,176,72
熊本,永井　颯太,MF,1999/8/15,169,59
熊本,渡邉　怜歩,MF,2003/2/6,165,63
熊本,松田　詠太郎,MF,2001/5/20,170,67
熊本,那須　健一,MF,2003/10/2,176,71
熊本,根岸　恵汰,MF,2002/7/12,177,72
熊本,吉岡　優希,MF,2003/8/19,174,69
熊本,青木　俊輔,MF,2003/1/8,170,67
熊本,大本　祐槻,MF,1994/9/24,176,69
熊本,鹿取　勇斗,FW,2003/11/11,174,68
熊本,ベ　ジョンミン,FW,2001/6/16,177,73
熊本,石原　央羅,FW,2002/6/18,175,70
熊本,半代　将都,FW,2002/4/10,177,72
鹿児島,藤嶋　栄介,GK,1992/1/31,186,80
鹿児島,川上　康平,GK,2001/4/24,187,82
鹿児島,上高原　奏輝,GK,2008/8/24,176,74
鹿児島,熊倉　匠,GK,2002/7/30,180,80
鹿児島,杉井　颯,DF,2000/5/17,177,72
鹿児島,広瀬　健太,DF,1992/6/26,178,75
鹿児島,山田　裕翔,DF,2001/7/19,182,80
鹿児島,村松　航太,DF,1997/8/22,171,73
鹿児島,小島　凛士郎,DF,2005/5/1,176,71
鹿児島,川島　功奨,DF,2002/5/27,167,64
鹿児島,江川　慶城,DF,2000/4/2,180,78
鹿児島,川上　篤人,DF,2009/7/22,184,75
鹿児島,青木　義孝,DF,1998/9/2,177,73
鹿児島,嵯峨　理久,MF,1998/5/27,166,64
鹿児島,千布　一輝,MF,1995/7/13,177,72
鹿児島,藤村　慶太,MF,1993/9/2,184,72
鹿児島,吉尾　虹樹,MF,2001/4/25,167,61
鹿児島,稲葉　修土,MF,1993/6/29,172,69
鹿児島,圓道　将良,MF,1999/10/26,162,67
鹿児島,梅木　翔斗,MF,2004/10/6,171,68
鹿児島,山崎　倫,MF,2003/5/20,175,60
鹿児島,外山　鉄馬,MF,2009/10/27,168,65
鹿児島,三品　直哉,MF,2003/4/23,173,71
鹿児島,有田　稜,FW,1999/8/28,185,77
鹿児島,武　星弥,FW,2004/10/15,176,71
鹿児島,福田　望久斗,FW,2000/2/20,171,62
鹿児島,河村　慶人,FW,1999/9/11,174,72
鹿児島,米澤　令衣,FW,1996/7/20,176,66
鹿児島,中山　桂吾,FW,2003/12/14,181,75
琉球,佐藤　久弥,GK,1998/4/4,180,77
琉球,梅田　陸空,GK,2000/10/27,187,83
琉球,宮本　流維,GK,2004/3/3,188,81
琉球,川島　康暉,GK,1999/10/20,188,85
琉球,菊地　脩太,DF,2003/8/16,182,76
琉球,藤春　廣輝,DF,1988/11/28,175,60
琉球,モハメド　バイ　カマラ,DF,2005/1/10,184,70
琉球,鈴木　順也,DF,1996/5/2,182,78
琉球,荒木　遼太,DF,2000/12/16,172,69
琉球,神谷　凱士,DF,1997/6/16,183,76
琉球,船橋　勇真,DF,1997/11/13,178,80
琉球,千葉　和彦,DF,1985/6/21,183,77
琉球,亀谷　怜生,DF,2008/10/30,180,70
琉球,渡久地　希来,DF,2009/1/21,164,62
琉球,志慶眞　巧洋,MF,2007/12/30,168,70
琉球,茂木　駿佑,MF,1996/10/2,167,64
琉球,堀内　颯人,MF,1996/7/3,179,70
琉球,富所　悠,MF,1990/4/21,175,70
琉球,石浦　大雅,MF,2001/11/22,170,66
琉球,岩本　翔,MF,2001/3/18,167,64
琉球,井堀　二昭,MF,2001/4/16,169,66
琉球,加藤　悠馬,MF,2001/12/15,164,63
琉球,堀内　陽太,MF,2004/7/8,171,66
琉球,津覇　実樹,MF,2005/1/24,177,68
琉球,成田　安里,MF,2002/12/6,178,72
琉球,池田　廉,MF,1997/11/10,177,68
琉球,浅川　隼人,FW,1995/5/10,178,70
琉球,上野　瑶介,FW,1998/10/9,180,74
琉球,佐藤　未勇,FW,2000/7/19,182,76
琉球,曽田　一騎,FW,2000/1/9,180,74
琉球,カル　ジェニングス,FW,1997/5/17,180,77
琉球,庵原　篤人,FW,2001/6/13,168,65
琉球,高木　大輔,FW,1995/10/14,170,64
